scientific_name,count,height_M
Archontophoenix alexandrae,35,74.71
Picea meyeri,35,24.37
Pimenta dioica,35,65.52
Ulmus davidiana,34,49.31
Pittosporum tenuifolium,33,46.13
Calodendrum capense,33,59.65
Salix alba,33,82.32
Hyophorbe lagenicaulis,32,18.45
Citrus sinensis,32,38.2
Leptospermum laevigatum,32,29.84
Cassia leptophylla,32,40.4
Rhamnus alaternus,32,52.49
Albizia lebbeck,31,125.1
Cornus alternifolia,31,14.92
Pinus contorta,31,83.4
Ficus lyrata,31,103.4
Brachychiton acerifolius,30,9.51
Pinus echinata,30,47.92
Ilex cornuta,30,49.1
Psidium guajava,29,26.7
Olea,29,88.24
Larix laricina,29,30.55
Koelreuteria elegans,29,71.05
Brahea edulis,29,41.41
Juglans californica,28,75.22
Sambucus neomexicana,28,0.0
Tabebuia chrysotricha,28,41.13
Bauhinia,27,73.15
Phoenix sylvestris,27,93.44
Sequoiadendron giganteum,27,126.37
Cupressus macrocarpa,27,108.39
Quercus polymorpha,27,67.2
Myrica cerifera,27,25.76
Casuarina stricta,26,45.3
Syzygium cumini,26,120.82
Magnolia acuminata,26,19.31
Ilex cassine,26,47.38
Carica papaya,26,35.96
Alnus glutinosa,26,35.58
Pinus cembra,26,14.89
Wilsoniana,26,36.34
Yucca elephantipes,25,44.62
Ziziphus jujuba,25,41.08
Mangifera indica,25,80.58
Fagraea berteroana,25,33.86
Cocculus laurifolius,25,92.52
Juglans cinerea,25,99.61
Gardenia taitensis,24,27.2
Syzygium australe,24,59.47
Ilex verticillata,24,14.9
Ptychosperma macarthurii,24,35.13
Persea borbonia,24,79.7
Prunus armeniaca,24,39.05
Roseodendron chryseum,23,78.03
Plumeria obtusa,23,44.51
Pinus resinosa,23,56.34
Prunus sargentii,23,44.93
Amelanchier grandiflora,23,36.52
Quercus frainetto,23,27.67
Strelitzia nicolai,22,19.09
Bauhinia forficata,22,68.15
Tamarix aphylla,22,0.0
Citrus limon,22,16.84
Malus domestica,22,14.97
Dracaena,21,48.12
Tilia mongolica,21,81.55
Roystonea regia,21,76.4
Acacia,21,59.24
Tabebuia,21,109.36
Melaleuca viminalis,21,0.0
Quercus engelmannii,21,0.0
Bucida buceras,20,70.29
Bismarckia nobilis,20,60.12
Taxodium ascendens,20,56.59
Ilex aquifolium,20,52.33
Cornus racemosa,20,37.73
Platanus mexicana,19,107.06
Pittosporum rhombifolium,19,82.71
Leucaena leucocephala,19,68.29
Chamaecyparis pisifera,19,95.66
Acacia koa,19,56.12
Cercis,19,22.45
Celtis,19,73.39
Dalbergia sissoo,19,140.9
Caryota mitis,19,52.01
Mimusops caffra,18,82.75
Citrus paradisi,18,22.7
Liquidambar formosana,18,84.57
Quercus hemisphaerica,18,138.98
Cassia grandis,18,81.66
Harpephyllum caffrum,18,57.41
Acoelorraphe wrightii,18,69.81
Phoenix,18,79.65
Ulmus thomasi,18,142.17
Eugenia uniflora,17,45.45
Escallonia exoniensis,17,37.54
Radermachera sinica,17,88.58
Pinus flexilis,17,40.72
Acacia stenophylla,16,13.94
Juglans,16,70.74
Musa,16,30.35
Howea forsteriana,16,0.0
Kigelia africana,16,84.48
Cercis chinensis,16,16.4
Cotoneaster lacteus,16,31.78
Pinus mugo,16,26.45
Cassia javanica,16,74.84
Hibiscus,16,33.22
Sorbus americana,16,85.51
Plumeria rubra,16,19.48
Feijoa sellowiana,15,39.37
Ficus elastica,15,70.32
Elaeagnus angustifolia,15,75.24
Melaleuca styphelioides,15,62.34
Pinus serotina,15,89.46
Quercus ellipsoidalis,15,85.52
Malus angustifolia,14,20.21
Duranta repens,14,11.72
Pinus edulis,14,86.94
Syringa pekinensis,14,31.4
Betula populifolia,14,68.19
Brahea armata,14,37.0
Metrosideros polymorpha,14,36.09
Melaleuca nesophila,14,3.52
Liquidambar,14,113.42
Juniperus scopulorum,14,75.22
Jatropha integerrima,13,33.82
Broussonetia papyrifera,13,84.17
Abies balsamea,13,67.64
Ligustrum sinense,13,25.77
Phoenix rupicola,13,36.59
Juniperus ashei,13,101.2
Acacia longifolia,13,51.74
Cercis siliquastrum,13,49.21
Sabal mexicana,13,113.06
Quercus berberidifolia,13,0.0
Rhamnus cathartica,13,45.68
Carya,13,22.7
Cercidium floridum,13,6.17
Ilex glabra,13,43.16
Callitris glaucophylla,13,8.14
Rhus typhina,12,30.35
Cercis reniformis,12,22.69
Buxus sempervirens,12,30.89
Populus grandidentata,12,34.72
Euonymus,12,33.08
Erythrina coralloides,12,34.18
Elaeocarpus decipiens,12,56.59
Citrus aurantium,12,18.2
Tamarindus indica,12,99.79
Cassia corymbosa,12,0.0
Psidium cattleianum,12,30.89
Cedrus,11,107.97
Lyonothamnus floribundus,11,29.23
Prosopis glandulosa,11,56.26
Crateagus,11,52.2
Pinus bungeana,11,15.51
Adansonia digitata,11,114.83
Eucalyptus torquata,11,78.74
Chorisia speciosa,11,77.85
Tilia petiolaris,11,0.0
Acacia cognata,11,0.0
Catalpa,11,51.0
Griselinia littoralis,11,71.58
Albizia amara,11,40.26
Robinia neomexicana,11,61.14
Parkinsonia florida,11,63.32
Michelia alba,11,67.7
Populus hybrid,11,203.41
Salix pentandra,11,37.28
Hesperocyparis macrocarpa,11,7.46
Sorbus quercifolia,11,35.79
Sideroxylon lanuginosum,11,73.97
Viburnum prunifolium,10,23.95
Baccharis pilularis,10,39.04
Crataegus crusgalli,10,42.98
Prunus pensylvanica,10,46.92
Enterolobium cyclocarpum,10,147.64
Morinda citrifolia,10,55.77
Condalia hookeri,10,55.77
Nandina domestica,10,23.29
Liquidambar orientalis,10,106.3
Ulmus carpinifolia,10,149.28
Pittosporum,10,53.15
Eucalyptus maculata,10,152.56
Tree,10,0.0
Pinus parviflora,10,27.56
Lagunaria patersonii,10,45.93
Buddleja davidii,10,38.39
Rosa,10,21.0
Alnus,10,81.36
Rhizophora mangle,10,22.97
Polyalthia longifolia,9,80.2
Leptospermum scoparium,9,28.43
Pithecellobium dulce,9,115.19
Prunus campanulata,9,32.08
Pinus clausa,9,112.1
Cornus,9,27.34
Wisteria,9,28.43
Lonicera,9,29.89
Taxus baccata,9,63.43
Chamaecyparis obtusa,9,55.41
Schotia brachypetala,9,78.38
Serenoa repens,9,24.42
Castanea sativa,9,69.26
Quercus durandii,9,128.68
Escallonia,9,44.47
Chamaecyparis nootkatensis,9,25.15
Acer barbatum,9,78.01
Aesculus,8,66.69
Aesculus parviflora,8,14.76
Dracaena marginata,8,53.72
Fraxinus tomentosa,8,58.23
Macadamia integrifolia,8,78.74
Prunus angustifolia,8,30.14
Tupidanthus calyptratus,8,1.64
Macaranga tanarius,8,54.95
Chamaecyparis,8,64.8
Brachychiton,8,98.43
Fraxinus excelsior,8,111.14
Eucalyptus robusta,8,100.89
Corylus americana,8,27.07
Sambucus canadensis,8,27.07
Ceanothus,8,41.01
Ilex crenata,7,29.06
Abelia grandiflora,7,51.56
Enterolobium contortisiliquum,7,127.72
Ligustrum ovalifolium,7,0.0
Veitchia merrillii,7,52.49
Unidentified,7,8.08
Quercus chrysolepis,7,46.87
Melaleuca,7,105.46
Diospyros texana,7,44.53
Cyathea cooperi,7,0.0
Cupressus glabra,7,63.27
Jubaea chilensis,7,0.0
Adenanthera pavonina,7,109.21
Myrcianthes fragrans,7,35.62
Magnolia tripetala,7,42.65
Salix discolor,7,41.51
Andira inermis,7,162.17
Solanum ellipticum,7,24.14
Staphylea trifolia,7,8.35
Artocarpus altilis,7,54.84
Pistacia vera,7,46.87
Syringa vulgaris,7,20.62
Halesia tetraptera,7,24.84
Moringa oleifera,7,54.51
Michelia champaca,7,49.21
Gardenia brighamii,7,15.47
Ginko biloba,7,8.12
Ficus forstenii,7,77.8
Fraxinus ornus,6,89.13
Ulmus wilsoniana,6,35.0
Crataegus mordenensis,6,45.38
Betula platyphylla,6,68.35
Beaucarnea recurvata,6,38.82
Populus balsamifera,6,185.91
Ficus religiosa,6,106.63
Erythrina crista-galli,6,60.15
Brachychiton rupestris,6,46.08
Citrus reticulata,6,39.16
Aesculus L.,6,35.54
Tecomaria capensis,6,47.03
Fortunella margarita,6,35.54
Searsia lancea,6,7.38
Quercus cerris,6,0.0
Sorbus alnifolia,6,50.85
Pittosporum viridiflorum,6,55.77
Lumnitzera racemosa,6,80.38
Pyrus pyrifolia,6,38.28
Rhus lanceolata,6,29.53
Bougainvillea,6,32.26
Hernandia nymphaeifolia,6,64.52
Celtis reticulata,6,106.63
Citrus aurantifolia,6,15.86
Bombax ceiba,6,82.02
Cananga odorata,6,44.84
Afrocarpus falcatus,6,38.28
Magnolia loebneri,6,22.97
Lycianthes rantonnetii,6,22.97
Areca catechu,6,45.93
Arctostaphylos manzanita,6,41.01
Pinus wallichiana,6,83.66
Poncirus trifoliata,6,29.53
Ilex decidua,6,42.65
Brachychiton discolor,5,0.0
Hovenia dulcis,5,112.86
Brahea brandegeei,5,13.12
Tecoma stans,5,39.37
Tabebuia roseoalba,5,35.43
Crescentia cujete,5,51.84
Acer paxii,5,91.86
Acer pseudosieboldianum,5,21.0
Prunus laurocerasus,5,39.37
Roystonea oleracea,5,46.59
Larix,5,79.4
Acer triflorum,5,36.09
Caesalpinia spinosa,5,0.0
Crataegus ambigua,5,29.53
Psydrax odorata,5,50.52
Acrocomia totai,5,44.62
Pinus aristata,5,13.78
Prosopis chilensis,5,14.91
Pinus muricata,5,108.27
Citrus japonica,5,36.09
Annona muricata,5,37.4
Piscidia piscipula,5,104.99
Syringa,5,32.81
Acacia salicina,5,31.41
Pittosporum arborescens,5,83.99
Sterculia foetida,5,100.39
Casimiroa edulis,5,59.06
Bauhinia lunarioides,5,23.62
