scientific_name,count,height_M
Schefflera,1,49.21
Caryota urens,1,49.21
Cassia leptophylla,1,32.81
Pinus densiflora,1,52.49
Robinia neomexicana,1,82.02
Ricinus communis,1,32.81
Cercidiphyllum japonicum,1,32.81
Juglans nigra,1,131.23
Pinus mugo,1,32.81
Rhamnus californica,1,49.21
Chamaecyparis nootkatensis,1,16.4
Chamaecyparis obtusa,1,65.62
Quillaja saponaria,1,65.62
Corylus colurna,1,36.09
Corymbia citriodora,1,190.29
Corymbia ficifolia,1,49.21
Quercus phellos,1,98.43
Quercus muehlenbergii,1,49.21
Cydonia oblonga,1,32.81
Nandina,1,22.97
