scientific_name,count,height_M
Maclura pomifera,1,7.7
Maackia amurensis,1,
Planera aquatica,1,
Lithocarpus glaber,1,
Clethra alnifolia,1,
Campsis radicans,1,
Populus nigra,1,
Liquidambar formosana,1,
Prunus avium,1,
Ligustrum sinense,1,
Cladrastis platycarpa,1,
Prunus lusitanica,1,
Elaeagnus umbellata,1,
